英文原文,中文原文,libre译文,llama2译文,atom-7B译文,bleu_score_libre,bleu_score_llama2,bleu_score_atom-7B
"he is a member of the Russian Security Council and a former member of the KGB state security service , like Mr Putin .",他 是 俄罗斯 安全 委员会 的 一员 ， 还 跟 普京 先生 一样 ， 也 是 国家 安全局 前 成员 。,他是俄罗斯安全理事会的成员.,"
他是俄罗斯安全会议成员，以及前KGB国家安全服务成员，与普京相似。

(Note: 普京 is the Chinese name for Putin, and 俄罗斯 is the Chinese name for Russia.)",他是俄罗斯安全理事会的成员，也是前克格勃国家安全服务部的成员，就像普京一样。,0.143346577,0.134231211,0.3554093266554554
"in the late 1990s , when Mr Putin was head of the Federal Security Service ( FSB ) , which replaced the KGB , Mr Ivanov was appointed as his deputy .",20 世纪 90 年代 末 ， 当 普京 先生 出任 联邦 安全局 （ FSB ， 前身 为 国家 安全局 ） 局长 时 ， 伊万诺夫 先生 被 任命 为 他 的 副手 。,"在1990年代末,当普京先生担任取代克格勃的联邦安全局局长时,伊万诺夫先生被任命为他的副手.","
中文翻译：

在十九九十年代晚期，当Mr.普京担任俄罗斯联邦安全服务（FSB）的负责人时，Mr.伊万诺夫被任命为他的副手。",在上世纪90年代末期，当普京担任联邦安全局（FSB）局长，该机构取代了克格勃时，伊万诺夫被任命为普京的副手。,0.561094258,0.279911688,0.4529194109407468
"when Mr Putin came to power , he named Mr Ivanov as one of the five people he trusted most .",普京 先生 上台 后 ， 他 又 指定 伊万诺夫 先生 为 他 最 信任 的 五人 之一 。,普丁上台后.,"
PUTIN总统上台后，他列举了他最信任的五个人之一是IVANOV。",当普京上台后，他信任的五位人之一就是伊万诺夫。,0.015829504,0.383513777,0.2811011492189173
"it was once thought that Mr Ivanov might become president of Russia after Mr Putin 's second term , as a third term for Mr Putin would have been unconstitutional .",外界 曾一度 认为 伊万诺夫 先生 可能 会 在 普京 先生 第二 任期 结束 后 出任 俄罗斯 总统 ， 因为 三 连任 是 违反 宪法 的 。,"人们曾认为, 伊万诺夫先生在普京第二任总统之后.","
ivanov先生曾被认为有可能成为俄罗斯总统，在普京总统第二个任期后，由于普京总统第三个任期将是违反宪法的。","""It was once thought that Mr Ivanov might become president of Russia after Mr Putin's second term, as a third term for Mr Putin would have been unconstitutional."" 的中文翻译为：""人们曾认为，在普京的第二个任期结束后，伊万诺夫可能会成为俄罗斯总统，因为普京的第三个任期将不合宪。""",0.102051165,0.316227766,0.14131269593987003
"but that post was taken by another close Putin ally , Dmitry Medvedev .",但是 这一 职位 最终 归属于 普京 的 另 一位 亲密 助手 德米特里 · 梅德韦 杰夫   ( Dmitry   Medvedev ) 。,但这个职位被另一个亲密的普京盟友德米特里·梅德韦杰夫所占据.,"
但那篇帖子已经被另一位 Close Putin 盟友 Dmitry Medvedev 抢走了。",{但是那个帖子被另一位亲近普京的盟友，德米特里·梅德韦杰夫取走了。},0.264093205,0.136578737,0.3431552133203608
"Mr Putin became prime minister , before returning to the presidency just three  and  a  half years later .",在 三年 半后 重新 任职 总统 之前 ， 普京 先生 担任 俄罗斯 总理 一职 。,普京成为总理.,"
普京先生先后担任总理，然后三年零半年后再次担任总统。",[普京先生成为总理，并在三年后重返总统职位],8.660000000000001e-156,0.181595908,0.25681539600990877
mystery as fish land in Banff garden,神秘 鱼惊现   Banff   一 花园,神秘的鱼地 在班夫花园,"
「神秘的鱼类在 Banff 花园中出现」

(Note: ""Banff"" is a location in Alberta, Canada, and ""fish"" is already plural, so no need to add an ""s"" at the end.)",{神秘如鱼跃入班夫花园},7.97e-155,3.89e-155,7.973301625706314e-155
a Banff man has appealed for help in identifying fish that have appeared in his garden in Banff .,Banff   的 一位 居民 发现 有鱼 惊现 自家 花园 ， 随后 发出 了 求助 。,一名Banff男子呼吁帮助辨认出他在Banff的花园里的鱼.,"
巴芬的一名男子寻求帮助，以确认他家园中出现的鱼类。 (bā fēn de yī jiā zhī shì zhī xiǎng zhèng ming zhī yú shēng wù zhī)","""一个班夫男子已经向人们求助，以帮助他识别出现在班夫花园中的鱼。""",0.104828484,2.1100000000000002e-155,5.7772058884558644e-155
Kevin Bain thinks the 75 fish could be sand eels deposited by a waterspout .,Kevin   Bain   认为 这 75 条鱼 可能 是 被 海上 龙卷风 刮来 的 沙鳗 。,凯文·班 认为75条鱼可能是由水喷沉入水的沙鳗.,"
 Kevin Bain 认为 75 条鱼可能是由水旋风堆积的沙鳗鱼。",凯文·班恩认为这些75条鱼可能是由水龙卷风留下的沙鳕。,0.341565026,0.316227766,0.2958039891549808
"Mr Bain , who lives about 500m from the sea , posted footage of the spectacle on Periscope in the hope someone could shed light on the appearance of the two  inch fish .",Bain   先生 居住 在 距离 大海 约 500 米 的 地方 ， 他 在   Periscope   上 发布 了 这 一 奇怪 场景 的 视频 ， 希望 有人 能 为 他 解释 为何 会 出现 这些 两 英寸 长 的 鱼 。,"Bain先生住在离海约500米的地方, 他把眼镜的镜头张贴在地镜上, 希望有人能说明两寸鱼的外观.","
鲍因先生，他住在海边erca500米的地方，通过Periscope发布了一段视频，希望有人能够解释两英寸鱼的出现。",鲍恩先生住在离海约500米的地方，他在Periscope上发布了这段奇观的视频，希望有人能够解释这两条2英寸的鱼的样子。,0.273984194,0.242343482,0.4477314527369619
Queensferry Crossing : bridge now connected to Fife,昆斯 费里 大桥 现已 通至 法夫,皇后渡口:现在连接到费夫的桥梁,"
雙峰 queen維詳：桥现在連接到菲夫",{皇后飞渡：桥现已连接到菲夫},0.0,0.0,5.273843307431707e-155
the £ 1.35bn project is now due to be complete by May 2017,该 斥资 13.5 亿英镑 的 项目 计划 于 2017 年 5 月 完工,1.35bn英镑项目现定于2017年5月完成,"
Project £ 1.35 billion 預設在 2017 年 5 月完成。 (Project £ 1.35 billion is expected to be completed by May 2017.)",[£1.35亿项目现在预计将于2017年5月完成],0.307883669,0.135873244,0.3380617018914066
engineers have joined the Queensferry Crossing 's north deck and viaduct - meaning the bridge is now connected to Fife .,工程师 们 已经 把 昆斯 费里 大桥   ( Queensferry   Crossing )   的 北 桥面 和 高架桥 连接 到 一起 ， 也就是说 大桥 如今 已通 至 法夫 。,工程人员加入了皇后渡口的北甲板和管道 - 意思是桥现在已经连接到Fife了.,"
engineers have joined the Queensferry Crossing 's north deck and viaduct - 意味着桥现在连接到法夫。

(Note: 法夫 (Fife) is a region in Scotland, and the sentence implies that the bridge is now connected to Fife, rather than just the north deck and viaduct being connected.)","""工程师们已经加入了女王大桥的北桥面和引桥，这意味着大桥现在与Fife相连。""",0.13437145,0.066226618,0.257975322244919
"it is the first of four closures between the "" deck fans , "" which are now nearing completion around each of the bridge 's three towers .",位于 每座 大桥 三个 桥头堡 附近 的 四处 “ 桥面 风机 ” 合龙 现已 接近 竣工 ， 而 该 项目 为首 个 合龙 的 大桥 。,"这是 "" 甲板风扇 "" 之间四个封闭点中的第一个,目前每个桥的三座塔都接近完工.","
 Translation:

这是四个闭合之一，位于桥梁三个塔之间的“甲板风扇”，它们现在正在完成周围的建设。",它是甲板风扇的四个闭合之一，这些风扇现在正在每个桥梁塔楼周围接近完成。,5.2600000000000005e-155,5.92e-155,3.7662886797246535e-155
"the bridge section from Fife is now 600 metres long and weighs 30,000 tonnes .","起 始于 法夫 的 这段 大桥 长 600 米 ， 重 30 , 000 公吨 。","菲夫的桥段现在有600米长 重达30,000吨.","
中文翻译：

fifé的桥段现在长600米，重30,000吨。","{该桥段从菲夫是现在600米长和重30,000吨。}",0.217081676,0.478149703,0.26726124191242434
"it has 10,000 tonnes of steel and 20,000 tonnes of concrete and 46 stay  cables .","它 使用 了 10 , 000 公吨 钢材 、 20 , 000 公吨 混凝土 和 46 根斜 拉索 。",它拥有一万吨钢铁和 二万吨混凝土 以及46个固定电缆.,"
Translation:

它有 10,000 吨钢材和 20,000 吨混凝土，以及 46 根稳定缆。

(Note: 吨 is a unit of weight in Chinese, equivalent to 1000 kilograms or 1 metric ton. 稳定缆 is a term specifically used to refer to stay cables in Chinese.)",{它有10000吨的钢和20000吨的混凝土以及46根缆绳。},6.31e-155,0.117407245,6.822303197351669e-155
the £ 1.35bn project is now due to be complete by May 2017 .,该 斥资 13.5 亿英镑 的 项目 计划 于 2017 年 5 月 完工 。,计划将于2017年5月完成.,"
 Project £ 1.35 billion 預定将在 2017 年 5 月完成。",{这个13.5亿英镑的项目现在预计将在2017年5月完成。},0.331256692,0.255223843,0.447213595499958
economy Secretary Keith Brown visited the site today and was among the first to walk from the land on to the bridge .,经济部长 基思 · 布朗   ( Keith   Brown )   今天 参观 了 现场 ， 成为 首批 登上 大桥 的 人 之一 。,经济部长Keith Brown今天访问现场.,"
经济secretary Keith Brown今天visited the site and was among the first to walk from the land onto the bridge.

（经济secretary：经济部长）
（visited the site：访问了现场）
（was among the first to walk from the land onto the bridge：在人群中第一个从陆地走到桥上）",{经济大臣基思·布朗今天访问了该地，并成为最早从陆地走上桥梁的人之一。},0.053865843,0.067267279,0.29277002188455997
"he said : "" this is a historic and symbolic moment in the building of the Queensferry Crossing .","他 说 ： "" 这是 昆斯 费里 大桥 建造 过程 中 的 一个 历史性 时刻 。 ""","他说: "" 这是建造皇后渡口的历史性和象征性的时刻.","
他说：“这是在皇后跨江大桥建设中的一个历史和象征性的时刻。”","""他说：这是兴建皇后码头跨越工程的历史性时刻。""",0.276026224,0.277859465,0.3363014857561555
"we 're all witnessing engineering on a truly epic scale on this project , with over 30,000 tonnes of concrete and steel used just to build this part of the bridge .","我们 都 见证 了 在 如此 宏大 项目 上 的 工程 作业 ， 光是 建造 该 大桥 的 这 一段 就 使用 了 超过 30 , 000 公吨 混凝土 和 钢材 。","我们都在目睹这个工程的史上规模, 超过30,000吨的混凝土和钢材 仅仅用于建造这部分桥梁.","
我們正在觀看一個充滿創造力的工程项目，這座橋樑的建設 ALone 使用了超過30,000噸的混凝土和鋼 metal。",我们都在见证这个工程的壮阔规模，这个桥的部分就用了超过30000吨的混凝土和钢材。,0.294329195,0.192683688,0.22639532949395952
despite the massive size and weight of the bridge completing the closure between the viaduct and bridge deck is a delicate operation involving extremely precise tolerances for fit up .,尽管 该桥 的 规模 和 重量 都 很 巨大 ， 但是 完成 高架桥 和 桥面 之间 的 合龙 却 需要 精细 作业 ， 需要 非常 精准 的 装配 。,"尽管大桥的大小和重量很大, 完成管道和桥甲板之间的封闭.","
雖然橋的巨大尺寸和重量，但是完成拱降和橋面之間的關閉是一個需要極精確的調整，以確保嚴格的適合性。 (dù Huì yě jiāng de yè zhī zhòu zhī zhòu zhī zhòu zhī zhòu, zhèng yuē jué yǐ jīng zhī zhòu zhī zhòu zhī zhòu zhī zhòu zhī zhòu.)",{尽管桥梁的巨大规模和重量，完成桥与引桥之间的闭合是一个精细的操作，涉及精确的配合精度。},0.134681578,0.046344,0.21681866083185178
"overall , nearly 79 % of the total bridge deck is now in place , the final section of deck is having its concrete deck cast in Rosyth today , meaning all the deck is ready to be lifted into place on the bridge .",总的来说 ， 近 79 % 的 总 桥面 现已 安装 完成 ， 最后 一段 桥面 的 混凝土 桥面 今天 在   Rosyth   浇注 ， 也就是说 所有 桥面 都 已 做好 就位 准备 。,"总体来看, 桥面总甲板的近79%已经到位, 最终部分甲板今天在Rosyth被铸造出混凝土甲板, 意味着所有甲板都准备在桥上升起.","
总的来说，约79%的总桥面积已经安装完成，最后一部分桥面的混凝土地坪正在罗西斯蒂DAY铺设，意味着所有的桥面准备好了，等待将其吊上桥梁。",{总的来说，目前桥甲板的近79%已经安装完成，今天在罗斯茅斯将浇筑最后一块桥甲板，这意味着整个桥甲板已经准备就绪，可以顺利地被吊起安装在桥梁上。},0.144337567,0.204124145,0.1095993248702382
